Latitude,Longitude,Zones,Lab,Ag,B,Ba,Cd,Co,Cr,Cu,Mn,Mo,Ni,Pb,Sr,V,Zn,As,Sb,Se,Hg,Fe,Al,pH H2O,pH KCl,PM,K+,Ca2+,Mg2+,Al3+,H+Al,SB,ECEC,CEC,V (%),m (%),SOM,PREM,Coarse sand,Fine sand,Silt,Clay
-19.51486,-44.48483,SF,UFV1,0,16.55,78.26,2.66,1.95,78.29,70.38,81.05,0.455179433909691,10.85,17.89,7.31,120.46,31.63,8.71,1.02,0.28,0.1,135056.37,77156.36,4.8,3.9,0.9,115,0.1,0.3,2.3,9.7,0.6,2.9,10.3,5.9,79.1,4.4,13.3,2,2,27,69
-19.54022,-44.83267,SF,UFV1,0,6.79,91.87,0.81,3.81,83.45,23.73,95.99,0.455179433909691,9.54,8.51,16.9,30.41,7.31,0.94,0.2,0.29,0.0342896437742502,16570.46,133159.73,5.1,4.2,0.8,22,0.2,0.1,0.4,2.9,0.3,0.7,3.2,9.7,55.7,1.2,40.5,14,64,6,16
-19.08606,-45.53522,SF,UFV1,0,15.12,142.53,3.52,3.97,198.46,93.6,207.77,0.455179433909691,27.97,30.81,78.9,222.31,40.12,10.84,1.13,0.39,0.15,79851.56,98378.22,4.5,4.2,3.6,27,0.1,0,0.1,17.3,0.2,0.3,17.4,0.9,40,11.9,6.5,8,7,18,67
-19.1305,-45.84842,SF,UFV1,0,17.33,52.95,3.62,2.6,105.49,110.86,161.37,0.455179433909691,20,16.24,9.85,199.86,37.32,12.45,1.23,0.29,0.0342896437742502,82410.72,113863.45,4.6,4,1.4,96,0.5,0.5,1.2,11.8,1.2,2.3,13,9,49.8,7.4,15.8,2,4,14,80
-19.11319,-45.887,SF,UFV1,0,18.79,45.06,3.69,1.5,128.15,107.03,191.8,0.455179433909691,16.52,15.73,2.77,199.91,40.23,13.15,0.55,0.28,0.0342896437742502,85998.23,115286.54,5,4.1,0.9,81,0,0.1,0.9,8.1,0.3,1.1,8.4,3.2,76.3,5,9.5,2,4,16,78
-19.11058,-45.97206,SF,UFV1,0,12.19,176.54,3.09,5,438.01,75.20999999999998,125.77,0.455179433909691,43.57,24.2,71.27,180.98,24.72,5.64,1.62,0.28,0.0342896437742502,60098.91,47203.14,5.5,4.2,1.1,26,0,0,0.6,7.2,0.1,0.7,7.3,1.1,87.9,2.7,20.4,42,15,5,38
-19.07625,-46.11322,SF,UFV1,0,24.52,128.77,5.44,3.31,234.52,168.77,262.24,0.455179433909691,21.28,37.66,24.31,308.68,49.76,11.67,1.08,0.31,0.0342896437742502,119425.31,146488.67,5.1,4.2,1,70,0,0,0.6,8.3,0.2,0.8,8.5,2.4,74.4,5.2,11.3,4,5,14,77
-19.08464,-46.14911,SF,UFV1,0,18.13,129.82,3.59,1.53,254.45,125.07,164.49,0.455179433909691,12.69,33.4,50.26,221.23,60.74,16.4,0.97,0.26,0.0342896437742502,92596.95,135230.07,6.9,6.4,10.3,57,6,2,0,2.1,8.2,8.2,10.3,79.5,0,5.8,19.6,4,6,26,64
-19.251,-46.07503,SF,UFV1,0,14.52,47.28,3.75,2.5,192.39,78.67,118.55,0.455179433909691,10.56,13.96,18.5,232.83,31.02,8.59,0.96,0.25,0.0342896437742502,113673,150606.92,5.1,4.3,0.8,23,0,0,0.2,7.6,0.1,0.3,7.7,1.3,65.5,4.4,11.6,5,5,10,80
-19.251,-46.07503,SF,UFV1,0,16.39,27.95,3.26,1.82,196.43,81.39,94.79,0.455179433909691,11.45,16.95,16.44,235.46,28.08,14.85,1.78,0.27,0.13,108578.65,108224.29,5,4.3,0.7,24,0,0,0,6.8,0.1,0.1,6.9,1,0,4.4,11.7,5,5,9,81
-19.55725,-43.8565,SF,UFV1,0,15.71,155.53,3.39,2.28,106.37,80.73999999999998,70.44,0.455179433909691,21.58,26.67,23.69,155.29,47.05,38.25,1.12,0.55,0.0342896437742502,76727.9,162267.52,4.7,3.9,1.3,61,0.3,0.1,2.1,9.2,0.6,2.7,9.8,5.6,79.4,4.3,13.9,6,5,18,71
-19.44322,-44.27875,SF,UFV1,0,17.75,135.43,2.98,2.88,80.08,78.42,94.68,0.455179433909691,17.49,26.41,1.33,123.19,35.37,7.15,1.09,0.0466662,0.0342896437742502,57438.8,167800.44,4.8,3.9,0.9,64,0.1,0,2.5,8.1,0.2,2.8,8.3,2.9,91.3,3.6,11.8,1,0,29,70
-19.38925,-45.17525,SF,UFV1,0,17.01,142.19,3.63,2.46,162.55,89.58,196.59,0.455179433909691,15.51,12.14,34.21,231.36,34.07,15.62,1.27,0.38,0.09,114354.91,168004.62,4.2,4,6.5,47,0.4,0.1,1.8,19.6,0.6,2.5,20.2,3.1,74.7,17.4,11.5,8,5,23,64
-19.38925,-45.17525,SF,UFV1,0,16.78,118.46,3.77,2.77,167.4,90.36,120.68,0.455179433909691,12.63,15.56,25.78,245.25,35.9,17.83,0.34,0.57,0.11,89810.33,221738.15,4.3,4,2.4,45,0.1,0,1.7,19.2,0.2,1.9,19.4,1,89.6,11.2,10.5,4,3,13,80
-19.0078,-45.554,SF,UFV_2,0.5379538752875276,14.787629162007145,164.59726656750854,0.6779323920675681,3.647116845351588,106.41747281746804,31.12354331686547,96.60731956396428,2.36,18.332361068060894,30.173758956118927,51.80423173441676,72.72367222371032,55.886190468580914,7.603421040402357,1.1,0.195,0.045,42416.82884492812,84940.44181998487,4.98,4.04,0.7,54,0.12,0.11,2.34,7.9,0.37,2.71,8.27,4.5,86.3,3.58,13.4,2,2,29,67
-19.00714,-45.55389,SF,UFV1,0,15.29,123.51,3.23,2.79,209.11,88.31,117.1,0.455179433909691,22.06,27.42,53.36,227.16,28.85,22.75,1.48,0.81,0.12,81116.74,109359.72,4.5,4.1,4.5,62,0.2,0.1,1.8,19.4,0.4,2.3,19.8,2.2,80.6,13.1,9.6,5,4,14,77
-18.93222,-45.63558,SF,UFV1,0,19.17,143.37,4.01,1.81,183.8,100.32,124.08,0.455179433909691,7.85,8.1,45.36,261.85,75.98999999999998,21.56,1.16,0.55,0.0342896437742502,80968.68,189328.33,5.8,5.5,98.5,197,5.1,0.7,0,5.9,6.3,6.3,12.2,51.8,0,5,12.8,4,8,30,58
-19.15533,-45.69639,SF,UFV1,0,17.33,44.39,3.78,1.84,185.92,88.25,96.25,0.455179433909691,7.3,7.79,11.51,253.89,30.11,21.72,1.34,0.42,0.0342896437742502,95148.86,248018.4,4.9,4.2,1.4,39,0.1,0.1,0.5,10.7,0.3,0.7,11,2.4,64.9,5.9,10.3,3,5,12,80
-19.15469,-45.80103,SF,UFV1,0,17.71,101.52,3.8,1.48,177.3,96.22,108.31,0.455179433909691,7.63,10.97,30.89,252.4,49.21,25.79,1.21,0.5,0.13,96809.12,170933.17,5.9,5.3,34.5,187,3.6,0.5,0,6,4.6,4.6,10.6,43.4,0,5,13.3,4,6,25,65
-18.93997,-45.61903,SF,UFV1,0,20.63,168.52,4.59,1.45,258.54,110.05,125.62,0.455179433909691,10.34,22.88,51.99,295.52,48.68,23,1.06,1.03,0.0342896437742502,110642.17,185294.08,6.4,5.9,30.5,69,4.8,1,0,4.9,5.9,5.9,10.8,54.8,0,5,14.7,5,8,26,61
-19.25156,-44.38975,SF,UFV1,0,15.98,43.42,3.57,2.15,193.13,103.38,161.35,0.455179433909691,18.8,17.47,10.97,195.19,36.1,26.71,1.5,0.23,0.0342896437742502,105467.91,104612.82,4.4,4,2,43,0.3,0.2,1.5,11.3,0.5,2,11.8,4.5,73.2,5.2,16.6,4,6,11,79
-19.51486,-44.48483,SF,UFV1,0,12.96,94.12,1.66,13.6,37.83,50.8,302.33,0.455179433909691,12.86,23,7.94,32.95,29.43,2.48,0.28,0.0466662,0.0342896437742502,34552.58,22420.78,4.7,3.9,2.2,65,0,0,1.5,4.9,0.2,1.8,5.1,4.1,88,2.2,31.9,1,10,55,34
-19.46022,-44.73103,SF,UFV1,0,16.51,177.17,1.15,7.45,38.51,38.59,1792.59,0.455179433909691,19.29,21.75,23,58.99,75.84999999999998,0.94,0.55,0.13,0.0342896437742502,37217.61,19644.37,5.4,4.5,50.9,290,1.2,1.2,0,8.3,3.2,3.2,11.5,27.6,0,7,41,16,2,33,49
-19.25967,-44.40597,SF,UFV1,0,13.06,114.45,1.42,12.89,43.39,41.61,560.69,0.455179433909691,21.84,27.64,50.63,33.04,46.34,5.53,0.4,0.0466662,0.0342896437742502,41222.06,27705.47,7,4,10.6,89,0.8,1.3,0,2.1,2.3,2.3,4.4,52.5,0,7.1,47.1,6,8,59,27
-18.28406,-44.21497,SF,UFV1,0,1.14559749674312,43.52,1.49,3.03,49.17,42.57,341.61,0.455179433909691,13.96,28.16,2.28,79.96,17.88,4.97,0.45,0.29,0.0342896437742502,29510.9,49760.47,5.2,4,2.1,73,2.2,1.2,0.6,6,3.6,4.2,9.6,37.4,13.9,3.1,29.7,8,14,30,48
-16.55436,-43.60436,SF,UFV1,0,3.08,114.08,2.86,39.38,50.47,72.52,370.3,0.455179433909691,66.18,27.5,6.53,40.87,120.45,11.29,0.82,0.41,0.0342896437742502,75907.82,29063.76,5.6,4.3,1.5,93,1,2.5,0.1,3,3.8,3.9,6.8,55.8,2.6,2.2,50.7,13,6,53,28
-16.67167,-43.74719,SF,UFV1,0,1.14559749674312,46.24,1.55,3.73,86.09,37,94.47,0.455179433909691,11.86,16.31,5.22,52.16,24.54,2.8,0.54,0.19,0.0342896437742502,33762.61,21679.39,5.4,4.1,1.6,162,2,1,0.3,4.6,3.5,3.7,8.1,42.9,7.8,3.4,40.4,14,6,51,29
-15.99256,-43.01178,SF,UFV1,0,1.14559749674312,77.04,1.37,12.76,41.98,35.1,459.09,0.455179433909691,20.89,18.16,20.28,50.77,34.9,1.91,0.31,0.15,0.0342896437742502,20804,27466.8,6.2,5.4,3.6,118,8.4,1.6,0,3.8,10.3,10.3,14.1,73.1,0,7,43.7,18,26,29,27
-14.42639,-44.35436,SF,UFV1,0,1.14559749674312,18.45,0.46,1.85,25.59,13.54,108.47,0.671461,9.35,7.47,3.55,21.27,19.66,1.15,0.15,0.0466662,0.0342896437742502,6950.82,8200.83,6,5.2,6,137,3.9,0.9,0,3.2,5.1,5.1,8.3,61.4,0,2.5,56.3,18,59,10,13
-14.42647,-44.35436,SF,UFV1,0,4.46,19.34,0.45,2.01,33.47,13.58,137.61,0.832964,11.71,10.46,3.89,25.41,18.12,2.02,0.14,0.29,0.0342896437742502,8475.96,7375.13,6.3,5.4,3.9,88,3.5,1.1,0,2.7,4.8,4.8,7.5,64,0,2.3,54.9,17,61,8,14
-17.81983,-44.15139,SF,UFV1,0,11.52,153.07,1.42,6.13,42.46,37.79,637.44,0.949765,18.57,23.09,54.24,40.57,38.9,5.61,0.56,0.0466662,0.0342896437742502,22060.04,17240.96,7,6.1,2.5,60,11.7,2.1,0,2.1,14,14,16.1,87,0,6.3,46.7,9,10,53,28
-14.99119,-42.88867,SF,UFV1,0,4.14,130.92,0.98,5.14,27.16,21.98,167.64,0.455179433909691,11.27,17.51,30.88,32.24,24.88,0.33,0.01733316,0.17,0.0342896437742502,45288.56,24885.27,6.1,5,1.4,144,4.2,1.1,0,3.5,5.7,5.7,9.2,61.8,0,3.4,48.5,24,36,19,21
-16.84964,-43.86061,SF,UFV1,0,7.06,45.82,2.5,1.82,83.42,55.78,49.1,1.086444,8.85,15.73,1.76,91.86,22.01,6.17,0.04,0.15,0.0342896437742502,33083.04,24921.52,5.2,3.9,0.2,44,0.1,0,3,6.4,0.2,3.2,6.6,2.4,94.9,1.8,12.6,4,14,30,52
-15.8215,-44.34297,SF,UFV1,0,11.23,399.26,1.93,13.95,68.25,49.04,1037.34,0.455179433909691,34.88,23.81,18.82,81.73,63.87,4.97,0.49,0.36,0.0342896437742502,45397.82,21417.58,6.2,5.2,7.2,212,10.7,2.8,0,4.5,14.1,14.1,18.6,75.8,0,6.2,40.6,9,2,52,37
-16.66628,-43.89411,SF,UFV1,0,5.43,94.98,2.04,16.83,62.14,50.97,689.62,0.455179433909691,23.05,31.66,15.83,62.37,41.07,6.46,0.52,0.24,0.0342896437742502,36995.12,28765.66,6.4,5.3,1.3,77,11.8,1,0,3.5,13,13,16.5,78.8,0,4.7,37.1,6,12,42,40
-16.66908,-43.89475,SF,UFV1,0,12.67,81.2,1.72,7.42,56.75,44.38,386.66,0.455179433909691,20.1,23.6,72.64,57.49,42.57,5.17,0.29,0.61,0.0342896437742502,37703.72,35514.48,8,7.2,19.9,66,18.7,0.7,0,0,19.6,19.6,19.6,100,0,17.4,28.5,8,23,31,38
-15.20833,-42.88692,SF,UFV1,0,8.97,127.09,2.19,15.1,80.77,55.64,289.11,0.455179433909691,40.03,10.79,17.75,59.61,45.28,0.8,0.07,0.25,0.0342896437742502,15405.55,45788.53,6.6,5,1.5,83,5.6,2,0,1.9,7.7,7.7,9.6,80.3,0,0.9,29.6,11,24,19,46
-14.93594,-44.06672,SF,UFV1,0,7.8,36.17,0.75,2.73,34.33,21.11,304.35,0.455179433909691,10.74,18.94,3.57,48.99,24.48,1.89,0.17,0.56,0.0342896437742502,17214.79,28990.69,5.7,4.9,1.5,31,4.4,0.8,0,2.7,5.3,5.3,8,66,0,1.9,48.6,14,48,10,28
-14.621,-44.13014,SF,UFV1,0,1.14559749674312,4.12,0.85,1.05,42.27,15.97,39.29,0.455179433909691,6.85,9.52,0.92,44.51,11.88,1.92,0.21,0.0466662,0.0342896437742502,18808.69,15361.04,4.5,3.6,1.1,30,0.3,0,1,5.1,0.4,1.3,5.5,6.8,72.2,1.9,43.8,23,54,4,19
-15.05058,-43.82981,SF,UFV1,0,2.49,4.8,0.178803683470566,0.7,22.2,5.69,21.86,0.422151,7.32,7.56,0.63,12.09,8.029999999999998,0.54,0.07,0.0466662,0.0342896437742502,4733.05,8198.63,4.9,3.9,1.3,30,0.6,0.1,0.5,2.9,0.7,1.2,3.6,20.1,39.7,1.4,58.5,49,41,0,10
-15.73628,-43.22014,SF,UFV1,0,1.14559749674312,59.71,0.78,1.25,36.36,20.85,238.63,0.940853,9.18,13.41,1.39,29.65,17.01,3.12,0.39,0.36,0.0342896437742502,44940.67,26946.61,5.1,4,2.6,106,0.9,0.3,0.5,4.8,1.5,2,6.3,24.1,24,2.7,47.7,30,37,12,21
-15.1165,-43.80269,SF,UFV1,0,4.05,18.46,0.178803683470566,2.77,31.35,13.3,76.13,1.082721,10.57,14.58,1.13,16.91,13.42,0.6,0.07,0.3,0.0342896437742502,18119.64,28156.22,6.3,5.3,2,94,2.6,0.6,0,1.6,3.4,3.4,5,68.3,0,1.3,52.5,33,49,7,11
-14.93594,-44.06672,SF,UFV1,0,1.14559749674312,15.5,0.43,1.36,34.83,11.92,84.46,0.612316,13.64,11.16,2.23,25.82,15,1.25,0.12,0.13,0.0342896437742502,8845.02,25360.87,5.8,5,3.4,115,2.8,0.8,0,3.3,3.9,3.9,7.2,54,0,2.7,46.8,14,51,15,20
-15.1165,-43.80269,SF,UFV1,0,1.14559749674312,33.39,0.41,4.03,32.38,13.26,338.6,1.320678,12.89,8.54,3.32,29.94,15.9,0.65,0.07,0.16,0.0342896437742502,9324.27,20780.03,7.8,7.3,3.6,27,8.6,0.5,0,0,9.2,9.2,9.2,100,0,1.2,49.7,23,47,10,20
-15.73628,-43.22014,SF,UFV1,0,8.62,114.97,1.04,3.02,34.38,27,184.97,0.68534,9.22,15.08,1.31,39.47,13.94,2.51,0.4,0.8,0.0342896437742502,27089.26,35461.76,4.7,3.7,0.9,53,0.8,0.3,1.4,4.1,1.2,2.5,5.3,22.5,53.1,1.6,39.8,14,30,22,34
-14.93897,-42.82031,SF,UFV1,0,1.14559749674312,54.57,0.75,5.79,31.77,22.46,193.28,0.455179433909691,16.28,13.65,16.85,23.97,29.89,0.39,0.05,0.29,0.0342896437742502,23280.71,28345.54,6.5,5.5,2.9,125,3.8,0.6,0,1.6,4.8,4.8,6.4,75,0,1.9,45.8,17,39,26,18
-16.27786,-43.09208,SF,UFV1,0,4.01,7.05,0.94,0.62,48.13,25.02,40.05,0.311095,6.03,5.09,1.71,60.3,19,4.43,0.01733316,0.19,0.0342896437742502,31472.29,53223.14,4.4,3.9,0.3,12,0.2,0,1.8,9.5,0.2,2,9.7,2.2,89.7,7.1,20.1,16,21,12,51
-16.47578,-44.03253,SF,UFV1,0,8.42,39.2,1.85,3.72,59.28,40.72,181.33,0.606054,10.36,14.79,3.43,84.77,24.8,6.18,0.52,0.17,0.0342896437742502,30588.96,39468.69,5.5,4.4,0.8,75,1.9,0.4,0.2,4.9,2.5,2.7,7.4,33.5,7.1,2.8,31,9,40,18,33
-16.48564,-43.41244,SF,UFV1,0,7.51,8.67,2.22,1.24,88.96,47.5,51.31,0.455179433909691,7.08,12.97,2.01,149.91,28.96,11.24,0.93,0.57,0.0342896437742502,60560.02,140931.77,4.6,4,0.7,40,0.2,0.1,1.4,11,0.4,1.8,11.4,3.5,77.1,5.7,9.7,12,12,11,65
-15.41461,-42.86861,SF,UFV1,0,5.46,48.64,1.2,7.76,39.85,29.59,222.36,0.455179433909691,15.72,10.89,11.21,35.35,21.16,0.59,0.01733316,0.26,0.0342896437742502,29089.85,36824.49,6.4,5.1,5.5,133,3.3,0.9,0,2.2,4.5,4.5,6.7,67.2,0,1.6,41.7,14,44,14,28
-18.39697,-44.46536,SF,UFV1,0,17.69,68.32,3.76,3.45,128.93,95.51,112.78,0.455179433909691,18.22,24.82,2.26,161.73,40.02,10.4,0.24,0.29,0.13,103776.85,121373.38,5.3,4.3,0.1,32,0.2,0,0.6,4.5,0.3,0.8,4.8,5.5,69,1.7,8.7,3,1,19,77
-17.13267,-43.81211,SF,UFV1,0,18.31,130.73,4.02,5.79,157.75,87.58,320.16,0.455179433909691,20.14,34.09,2.86,161.34,41.65,5.27,1.03,0.26,0.11,85389.66,75380.26,5.4,4,0.5,194,0.7,0.7,0.9,6.5,1.9,2.8,8.4,22.4,31.6,3.4,17.6,9,4,17,70
-15.69272,-43.46881,SF,UFV1,0,18.2,71.94,3.6,33.62,136.17,85.68,1407.97,0.455179433909691,35.01,70.44,5.22,151.44,55.54,18.96,0.38,0.27,0.0342896437742502,76283.15,26744.01,6.1,5.1,3.5,250,3.4,1.5,0,4.5,5.6,5.6,10.1,55.3,0,4.9,26.4,7,8,19,66
-15.36381,-44.25175,SF,UFV1,0,1.14559749674312,25.29,0.53,2.45,29.05,20.59,349.34,0.455179433909691,4.31,13.91,7.29,35.67,21.91,1.45,0.19,0.49,0.0342896437742502,12703.77,21493.91,6.1,5.1,2.3,145,3.3,0.7,0,2.9,4.4,4.4,7.3,60.2,0,1.4,40.9,49,26,10,15
-15.45408,-44.33822,SF,UFV1,0,1.14559749674312,108.05,0.178803683470566,2.1,14.95,9.38,521.48,0.455179433909691,4.53,6.64,178.93,9.55,26.33,0.67,0.01733316,0.43,0.0342896437742502,7461.51,24780.12,8.3,7.7,0.6,22,2.7,0.7,0,0,3.5,3.5,3.5,100,0,3.6,32.1,6,20,55,19
-14.77072,-43.92311,SF,UFV1,0,1.14559749674312,38.18,0.59,3.32,29.13,14.34,134.02,0.455179433909691,8.16,4.59,5.81,12.47,20.97,0.76,0.25,0.0466662,0.0342896437742502,11582.58,12507.65,7.4,6.9,50.6,193,3.3,0.9,0,0.6,4.7,4.7,5.3,88.6,0,1.2,45.1,4,77,13,6
-15.31783,-43.66328,SF,UFV1,0,6.9,89.33,1.28,6.7,33.65,31.63,278.61,0.566606,16.64,16.09,33.1,37.36,42.26,4.89,0.26,0.26,0.0342896437742502,28894.26,12423.59,8,7.3,21.7,63,7.6,0.4,0,0,8.3,8.3,8.3,100,0,3.3,35.3,2,49,22,27
-16.91344,-44.07422,SF,UFV1,0,11.32,161.55,2.25,22.89,63.48,59.61,817.01,0.455179433909691,42.61,21.63,27.46,65.28,56.83,2.43,0.71,0.35,0.0342896437742502,58712.63,84425.22,6.1,5,3.1,71,7,1.8,0,6.4,9,9,15.4,58.4,0,6.9,30.1,3,2,54,41
-16.67042,-43.90867,SF,UFV1,0,7.05,44.54,2.12,3.32,56.17,42.96,452.07,0.455179433909691,10.23,28.54,10.3,78.51,30.43,11.02,0.15,0.19,0.0342896437742502,35633.91,18556.47,6.8,5.6,2.2,100,7.4,0.7,0,2.7,8.4,8.4,11.1,75.6,0,3.2,37.2,7,29,22,42
-16.55719,-43.93142,SF,UFV1,0,8.15,47.12,2.8,7.83,64.03,67.58,577.01,0.455179433909691,19.67,35.26,5.57,99.6,39.19,5.34,0.53,0.54,0.0342896437742502,67456.38,26151.29,5.9,4.5,2.2,110,3.8,0.8,0.1,5.9,4.9,5,10.8,45.2,2,3.8,28,7,20,22,51
-16.71458,-43.80267,SF,UFV1,0,11.26,55.55,2.57,5.35,103.68,58.55,260.93,0.455179433909691,14.92,32.52,8.07,103.86,36.7,6.38,0.18,0.65,0.08,57307.82,47233.96,6.6,5.4,4.3,186,5.5,1.1,0,3,7.1,7.1,10.1,70.3,0,3.1,29.8,9,10,27,54
-15.99664,-43.03186,SF,UFV1,0,21.58,106.12,5,44,121.9,171.58,754.22,0.455179433909691,58.65,26.9,17.05,296.17,79.58,8.29,0.2,0.31,0.0342896437742502,108336.93,61410.25,6.6,5.5,0,220,14.8,3.2,0,4.5,18.6,18.6,23.1,80.5,0,6.7,29.2,4,10,30,56
-14.80225,-42.70861,SF,UFV1,0,18.01,122.36,4.27,46.71,328.13,172,1490.12,0.455179433909691,158.32,16.16,16.52,145.49,89.2,1.45,0.1,0.21,0.0342896437742502,101174.36,36410.11,6.9,5.5,0.7,314,14.1,4,0,3.5,18.9,18.9,22.4,84.4,0,3.7,22.5,9,16,28,47
-15.23125,-44.14197,SF,UFV1,0,10.04,168,1.48,7.15,50.66,45.44,216.13,0.455179433909691,20.86,21.88,16.39,57.83,60.7,0.97,0.22,0.49,0.0342896437742502,50229.96,36831.5,5.4,4.6,2.6,105,0.2,1.3,0,5.9,1.7,1.7,7.6,22.8,0,6.3,32.4,5,16,26,53
-19.31661,-42.09025,MA,UFV1,0,7.46,24.35,1.67,2.81,107.1,43.28,503.2,0.455179433909691,8.34,8.75,5.92,67.11,23.75,6.06,0.1,0.36,0.14,61525.85,24904.74,5.2,4.5,1.7,46,1.7,1.1,0,4.8,3,3,7.8,38.5,0,3.6,47,38,19,11,32
-16.09581,-42.20969,MA,UFV1,0,5.4,179.09,1.14,11.68,54.79,33.07,523.87,0.455179433909691,26.3,13.16,21.85,49.87,45.89,0.48,0.08,0.14,0.0342896437742502,30276.07,44652.3,5.4,4.6,4.4,140,4.8,1.2,0.1,6,6.4,6.5,12.4,51.6,1.5,3.4,44.4,4,38,33,25
-19.1325,-41.57247,MA,UFV1,0,6.9,200.91,1.26,11.11,19.82,25.32,517.46,0.455179433909691,7.94,15.23,10.32,51.06,65.57,2.95,0.21,0.47,0.15,28108.25,46699.9,6,5.1,1.3,53,4.7,1.1,0,2.4,5.9,5.9,8.3,71.1,0,1.8,39.2,27,13,9,51
-17.01311,-42.49783,SF,UFV1,0,6.68,46.14,1.21,0.89,46.4,25.07,32.85,0.455179433909691,5.35,17.81,16.15,74.56,17.22,1.02,0.14,1,0.0342896437742502,26078.95,47556.51,4.1,3.7,2.7,51,0.1,0.1,2.4,12.4,0.4,2.8,12.8,2.7,87.3,4.3,15.6,14,18,12,56
-16.57989,-41.62089,MA,UFV1,0,6.42,116.68,1.06,10.48,43.58,21.5,252.14,0.455179433909691,17.01,13.57,4.51,49.81,53.63,0.99,0.18,0.3,0.0342896437742502,31590.38,26973.99,5.5,4.4,2.8,176,1.5,1,0.1,3.7,2.9,3,6.6,44.3,3.3,1.3,44.3,29,31,14,26
-16.50508,-41.54681,MA,UFV1,0,1.14559749674312,59.94,0.178803683470566,0.66,14,4.69,76.95,0.455179433909691,7.11,16.98,10.46,4.04,23.57,0.47,0.11,0.24,0.0342896437742502,5256.27,33061.52,5.4,4.8,11.9,150,2.6,1.1,0,4,4.1,4.1,8.1,50.4,0,2.7,50.6,35,25,12,28
-16.6785,-41.84844,MA,UFV1,0,5.22,180.45,1.41,16.13,51.29,40.27,709.82,1.155678,26.05,18.64,11.87,54.1,66.73,0.34,0.14,0.39,0.0342896437742502,27533.56,55552.37,6,5.2,3.3,270,3.8,1.8,0,3.7,6.3,6.3,10,63.1,0,3.1,38.7,9,52,14,25
-17.99714,-41.66883,MA,UFV1,0,6.44,12.16,1.9,2.03,19.81,35.31,68.97,0.455179433909691,2.69,4.55,5.58,90.04,26.06,2.17,0.26,1.7,0.14,41975.38,27199.15,5.1,4.1,1.4,40,1.2,0.7,0.7,11.3,2,2.7,13.3,15.2,24.8,5.2,13.5,23,10,6,61
-16.79267,-41.62972,MA,UFV1,0,3.4,30.31,1.31,2.71,39.66,33.36,113.37,0.455179433909691,5.18,24.16,2.53,65.63,17.3,3.48,0.01733316,0.66,0.0342896437742502,33455.39,53382.31,4.4,3.6,1.2,69,0.5,0.3,0.9,5.4,1,1.9,6.4,15.6,46.5,1.7,35.5,6,23,28,43
-17.56994,-41.33678,MA,UFV1,0,1.14559749674312,6.85,0.178803683470566,0.57,19.42,9.78,187.09,0.455179433909691,5.67,6.22,6.85,10.54,12.43,2.06,0.06,0.35,0.0342896437742502,8709.27,37837.82,5.6,4.8,3.6,189,2.7,1.1,0,4.5,4.4,4.4,8.9,49.2,0,3.1,46.1,42,17,7,34
-19.19944,-42.45786,SF,UFV1,0,6.11,93.04,2.03,6.35,15.81,35.53,732.44,0.751804,4.29,49.3,6.91,29.47,69.36,0.8,0.01733316,0.91,0.0342896437742502,38982.04,36045.77,5.7,4.8,1.3,115,2.4,1,0,4.3,3.8,3.8,8.1,46.6,0,2.5,37.2,34,11,20,35
-19.1681,-42.5006,SF,UFV_2,0.5012478962378185,14.669417966595311,52.318307771995954,0.23,5.162563346988248,12.486247644559676,8.562625561321719,154.46208990865006,2.36,6.547454983277419,33.81062008530679,9.608195656120584,35.55116988534235,44.117270991498,1.1179550979380464,0.125,0.8043816955740567,0.17413803825230764,40156.23762302921,56239.45656252563,5.85,4.76,1,24,1.9,0.55,0.1,3.2,2.51,2.61,5.71,44,3.8,2.3,29.6,39,7,8,46
-18.77697,-42.88633,SF,UFV1,0,7.82,27.81,1.67,2.27,28.19,34.13,399.67,0.455179433909691,6.97,14.21,7.3,54.82,21.27,0.97,0.01733316,0.53,0.14,36028.94,49004.75,4.7,4,0.8,31,0.3,0.2,0.9,8.6,0.7,1.5,9.3,7.1,56.9,3.4,19.3,32,10,7,51
-18.95067,-41.51258,MA,UFV1,0,9.13,145.28,1.9,8.39,26.68,31.39,291.12,0.455179433909691,3.41,24.34,8.83,62.69,36.05,2.17,0.01733316,0.5,0.09,50661.24,68684.89,6.3,5,0.3,31,5,1.2,0,4.5,6.3,6.3,10.8,58.3,0,2.8,36.9,30,11,9,50
-16.12953,-40.41939,MA,UFV1,0,5.67,3.29,1.1,0.91,50.17,25.29,45.63,0.499192,5.92,1.29605785924355,1.51,72.77,14.93,3.44,0.31,0.35,0.0342896437742502,31651.42,43052.24,4.6,4.2,0.8,9,0,0,0.2,4.3,0,0.2,4.3,0.7,86.4,1.4,32.1,2,2,40,56
-18.89108,-41.90286,MA,UFV1,0,12.26,144.57,2.3,1.64,14.74,47.88,67.22,0.455179433909691,2.38,70.62,50.98,105.96,29.97,5.27,0.12,1.64,0.15,66489.73,122391.47,5.2,4.2,2.1,100,0.1,0.2,0.6,9.7,0.6,1.2,10.3,5.6,50,6.5,14.4,22,9,9,60
